ticker,company_name,exchange,sector_detail,industry_group,year,quarter,absolute_quarter,current_market_cap,avg_volume_3m,current_shares_outstanding,quarter_market_cap,quarter_shares_outstanding,qmj_profitability,qmj_growth,qmj_safety,qmj_score,qmj_rank,z_value_historical,z_momentum_historical,value_raw_score,momentum_raw_score,value_recent_score,momentum_recent_score,z_value_recent,z_momentum_recent,gold_updated_at,gold_invocation_id
PAN,Công ty Cổ phần Tập đoàn PAN,HSX,Thực phẩm,Thực phẩm và đồ uống,2025,1,8101,6644888250000.0,1159645.0,208958750.0,5600094500000.0000,208958750.0000,-0.631,0.536,-1.265,-0.699,148,0.418,0.619,0.8850000000000000,0.131000000000000000,0.791,0.259000000000000000,0.089,0.826,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TDP,Công ty Cổ phần Thuận Đức,HSX,Containers & Đóng gói,Hàng & Dịch vụ Công nghiệp,2025,1,8101,2759452454300.0,296374.0,93699574.0,2911334250000.0000,88222250.0000,-0.881,-0.189,-0.339,-0.716,149,-1.153,0.025,0.3450000000000000,-0.012000000000000000,0.406,-0.132000000000000000,-1.043,-1.115,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
AGG,Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia,HSX,Bất động sản,Bất động sản,2025,1,8101,2047853820600.0,410620.0,162528081.0,2665460528400.0000,162528081.0000,-0.013,-0.518,-0.989,-0.732,150,0.887,-1.493,1.1440000000000000,-0.306000000000000000,1.664,-0.190000000000000000,1.425,-1.301,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,HSX,Tư vấn & Hỗ trợ KD,Hàng & Dịch vụ Công nghiệp,2025,1,8101,2393802549250.0,723689.0,67526165.0,2295889610000.0000,67526165.0000,-0.302,-1.407,0.131,-0.749,151,-0.469,-0.9,0.5610000000000000,-0.172000000000000000,0.537,0.242000000000000000,-0.674,0.754,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VPI,Công ty Cổ phần Phát triển Bất động sản Văn Phú,HSX,Bất động sản,Bất động sản,2025,1,8101,19138964704600.0,2047466.0,320049577.0,18530870508300.0000,320049577.0000,-0.999,-0.288,-0.311,-0.765,152,-1.507,0.116,0.2140000000000000,0.003000000000000000,0.29,0.078000000000000000,-1.318,0.279,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PSD,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,HNX,Phân phối hàng chuyên dụng,Bán lẻ,2025,1,8101,953633249600.0,149842.0,51827894.0,632300306800.0000,51827894.0000,0.158,-0.716,-1.072,-0.782,153,0.595,-0.136,0.9680000000000000,-0.043000000000000000,0.813,0.570000000000000000,0.149,1.373,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
OIL,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,UPCOM,Sản xuất và Khai thác dầu khí,Dầu khí,2025,1,8101,15203173650000.0,7480996.0,1034229500.0,12617599900000.0000,1034229500.0000,-1.577,-0.617,0.56,-0.798,154,0.253,1.182,0.8300000000000000,0.343000000000000000,0.709,0.573000000000000000,-0.137,1.384,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,HSX,Bất động sản,Bất động sản,2025,1,8101,32208012757800.0,4445462.0,941754759.0,906320500000.0000,29570000.0000,-1.038,0.157,-0.781,-0.815,155,1.71,-0.85,20.4430000000000000,-0.159000000000000000,,,,,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
LSS,Công ty Cổ phần Mía đường Lam Sơn,HSX,Thực phẩm,Thực phẩm và đồ uống,2025,1,8101,764325766080.0,116591.0,90026592.0,913148284950.0000,85741623.0000,-1.209,0.404,-0.864,-0.831,156,1.533,-0.327,1.9260000000000000,-0.083000000000000000,2.336,-0.104000000000000000,1.64,-0.888,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
MSN,Công ty Cổ phần Tập đoàn Masan,HSX,Thực phẩm,Thực phẩm và đồ uống,2025,1,8101,117381976764400.0,7086662.0,1520491927.0,101063596211600.0000,1512928087.0000,0.474,-0.88,-1.334,-0.848,157,-1.292,-0.447,0.2920000000000000,-0.100000000000000000,0.298,0.241000000000000000,-1.306,0.733,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CTF,Công ty Cổ phần City Auto,HSX,Sản xuất ô tô,Ô tô và phụ tùng,2025,1,8101,1779161777400.0,308922.0,95653859.0,1932207951800.0000,95653859.0000,-1.485,-0.205,-0.201,-0.864,158,-0.621,-1.473,0.5180000000000000,-0.302000000000000000,0.562,-0.105000000000000000,-0.626,-0.908,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PVM,Công ty Cổ phần Máy - Thiết bị Dầu khí,UPCOM,Nhà cung cấp thiết bị,Hàng & Dịch vụ Công nghiệp,2025,1,8101,753452700000.0,13427.0,38638600.0,618217600000.0000,38638600.0000,-1.406,-0.271,-0.214,-0.88,159,0.494,0.538,0.9210000000000000,0.103000000000000000,0.738,0.226000000000000000,-0.03,0.713,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PC1,Công ty Cổ phần Tập đoàn PC1,HSX,Xây dựng,Xây dựng và Vật liệu,2025,1,8101,9233355950350.0,8011547.0,411285343.0,8082711934600.0000,357642121.0000,-0.184,-0.32,-1.39,-0.897,160,-0.089,-0.729,0.6750000000000000,-0.142000000000000000,0.59,0.335000000000000000,-0.507,1.043,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HUT,Công ty Cổ phần Tasco,HNX,Sản xuất ô tô,Ô tô và phụ tùng,2025,1,8101,17306226412200.0,2565615.0,1068285581.0,13209177082000.0000,892511965.0000,-1.446,0.223,-0.685,-0.913,161,-0.127,-0.689,0.6630000000000000,-0.137000000000000000,0.573,0.305000000000000000,-0.59,0.971,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VC7,Công ty Cổ phần Tập đoàn BGI,HNX,Xây dựng,Xây dựng và Vật liệu,2025,1,8101,749506336800.0,156145.0,96090556.0,970514615600.0000,96090556.0000,-1.472,-0.156,-0.408,-0.93,162,0.76,-1.171,1.0750000000000000,-0.221000000000000000,1.332,0.000000000000000000,1.055,-0.237,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
APF,Công ty Cổ phần Nông sản Thực phẩm Quảng Ngãi,UPCOM,Thực phẩm,Thực phẩm và đồ uống,2025,1,8101,1604619611000.0,22400.0,32747339.0,1500437131200.0000,29770578.0000,-0.289,-0.748,-1.058,-0.946,163,-0.025,-0.94,0.6980000000000000,-0.174000000000000000,0.738,0.083000000000000000,-0.018,0.3,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,HSX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2025,1,8101,39268424806400.0,17641898.0,3067845688.0,29975956480000.0000,2341871600.0000,-1.183,-0.337,-0.588,-0.963,164,0.735,0.277,1.0670000000000000,0.048000000000000000,0.861,0.083000000000000000,0.304,0.3,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HT1,Công ty Cổ phần Xi măng VICEM Hà Tiên,HSX,Vật liệu xây dựng & Nội thất,Xây dựng và Vật liệu,2025,1,8101,5742928160550.0,643635.0,381589911.0,4559999436450.0000,381589911.0000,-0.92,-0.897,-0.325,-0.979,165,0.722,-0.156,1.0630000000000000,-0.048000000000000000,0.856,0.361000000000000000,0.292,1.095,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DL1,Công ty Cổ phần Tập đoàn Alpha Seven,HNX,"Kho bãi, hậu cần và bảo dưỡng",Hàng & Dịch vụ Công nghiệp,2025,1,8101,848821818900.0,377737.0,180600387.0,722405439200.0000,106236094.0000,-1.433,0.19,-1.086,-0.996,166,1.482,1.071,1.7730000000000000,0.295000000000000000,1.469,-0.364000000000000000,1.198,-1.621,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
MPC,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,UPCOM,Nuôi trồng nông & hải sản,Thực phẩm và đồ uống,2025,1,8101,6497706600000.0,120528.0,401093000.0,5412667050000.0000,400938300.0000,-0.473,-1.391,-0.532,-1.012,167,0.57,-1.101,0.9640000000000000,-0.203000000000000000,0.805,0.505000000000000000,0.113,1.291,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CKG,Công ty Cổ phần Tập đoàn CIC,HSX,Bất động sản,Bất động sản,2025,1,8101,1386690497820.0,43262.0,161807526.0,1800401922900.0000,95259361.0000,-0.723,-0.814,-0.906,-1.029,168,0.177,-0.337,0.7720000000000000,-0.085000000000000000,1.4,-0.450000000000000000,1.139,-1.683,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,HSX,Bất động sản,Bất động sản,2025,1,8101,6390243496000.0,2646798.0,629580640.0,5231815118400.0000,377748384.0000,-0.644,-1.44,-0.394,-1.045,169,0.557,-0.286,0.9590000000000000,-0.075000000000000000,1.188,-0.121000000000000000,0.865,-1.043,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,HSX,Xây dựng,Xây dựng và Vật liệu,2025,1,8101,12599724206250.0,16118369.0,671985291.0,7507279187100.0000,547976583.0000,-0.828,-0.057,-1.597,-1.061,170,0.279,-1.413,0.8330000000000000,-0.285000000000000000,0.704,0.529000000000000000,-0.185,1.311,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HPG,Công ty Cổ phần Tập đoàn Hòa Phát,HSX,Thép và sản phẩm thép,Tài nguyên Cơ bản,2025,1,8101,214145497354500.0,44915422.0,7675465855.0,171099692850000.0000,6396250200.0000,-0.039,-1.522,-0.933,-1.078,171,-0.215,-0.266,0.6520000000000000,-0.069000000000000000,0.596,0.038000000000000000,-0.471,0.031,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HDG,Công ty Cổ phần Tập đoàn Hà Đô,HSX,Bất động sản,Bất động sản,2025,1,8101,9841016731000.0,2733503.0,369963035.0,8862335789150.0000,336331529.0000,0.434,-1.456,-1.5,-1.094,172,-0.013,-0.116,0.6980000000000000,-0.039000000000000000,0.649,0.316000000000000000,-0.292,1.002,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,HSX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2025,1,8101,7139325519200.0,1294306.0,287876029.0,5743126778550.0000,287876029.0000,-1.564,-1.489,0.519,-1.111,173,0.063,-0.95,0.7160000000000000,-0.175000000000000000,0.639,0.542000000000000000,-0.34,1.342,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
IDJ,Công ty Cổ phần Đầu tư IDJ Việt Nam,HNX,Bất động sản,Bất động sản,2025,1,8101,659262733400.0,512561.0,173490193.0,867450965000.0000,173490193.0000,-0.933,-0.995,-0.629,-1.127,174,1.621,-0.216,2.3680000000000000,-0.066000000000000000,2.82,-0.073000000000000000,1.699,-0.754,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PLC,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần,HNX,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Hóa chất,2025,1,8101,1809865478400.0,870188.0,80797566.0,1890663044400.0000,80797566.0000,-0.736,-0.732,-1.155,-1.144,175,-0.203,-1.201,0.6520000000000000,-0.231000000000000000,0.641,-0.021000000000000000,-0.316,-0.33,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
IPA,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,HNX,Tư vấn & Hỗ trợ KD,Hàng & Dịch vụ Công nghiệp,2025,1,8101,3228920202500.0,85561.0,213835775.0,3015084427500.0000,213835775.0000,-0.46,-0.567,-1.653,-1.16,176,1.102,-1.191,1.3320000000000000,-0.224000000000000000,1.33,0.188000000000000000,1.043,0.63,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
KHP,Công ty Cổ phần Điện lực Khánh Hòa,HSX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2025,1,8101,621880483800.0,18962.0,60376746.0,652068856800.0000,60376746.0000,-0.959,-0.765,-0.975,-1.177,177,0.925,0.93,1.1590000000000000,0.228000000000000000,1.071,0.081000000000000000,0.578,0.289,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,HNX,Bất động sản,Bất động sản,2025,1,8101,1277800953000.0,768338.0,193606205.0,2168389496000.0000,193606205.0000,-1.262,-0.781,-0.698,-1.193,178,0.899,-0.618,1.1450000000000000,-0.129000000000000000,1.546,0.075000000000000000,1.318,0.248,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
BSR,Công ty Cổ phần Lọc Hóa dầu Bình Sơn,HSX,Sản xuất và Khai thác dầu khí,Dầu khí,2025,1,8101,125182492150000.0,20093161.0,5007299686.0,58754467723200.0000,3100499616.0000,-1.512,-1.506,0.27,-1.21,179,0.519,0.307,0.9460000000000000,0.055000000000000000,0.483,0.736000000000000000,-0.817,1.487,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,HSX,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Hóa chất,2025,1,8101,17984016805450.0,9510644.0,679925021.0,13202715535000.0000,379934260.0000,-1.222,-1.72,0.187,-1.226,180,0.291,0.176,0.8370000000000000,0.019000000000000000,0.586,-0.058000000000000000,-0.554,-0.609,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,HSX,Bất động sản,Bất động sản,2025,1,8101,16574524416100.0,16664669.0,1112384189.0,13759429731400.0000,870849983.0000,-0.604,-1.144,-1.044,-1.242,181,0.19,-1.081,0.7760000000000000,-0.203000000000000000,0.841,-0.031000000000000000,0.244,-0.433,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
SGP,Công ty Cổ phần Cảng Sài Gòn,UPCOM,"Kho bãi, hậu cần và bảo dưỡng",Hàng & Dịch vụ Công nghiệp,2025,1,8101,5255967552300.0,131235.0,216294961.0,6250924372900.0000,216294961.0000,-0.499,-1.637,-0.671,-1.259,182,-0.874,1.473,0.4250000000000000,0.839000000000000000,0.59,0.000000000000000000,-0.531,-0.237,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TEG,Công ty Cổ phần Trường Thành Energy Group,HSX,Bất động sản,Bất động sản,2025,1,8101,707926453320.0,15630.0,120806562.0,762289406220.0000,120806562.0000,-1.683,-1.061,-0.076,-1.275,183,1.469,-1.342,1.7370000000000000,-0.255000000000000000,1.811,0.135000000000000000,1.473,0.475,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
VGT,Tập đoàn Dệt May Việt Nam,UPCOM,Hàng May mặc,Hàng cá nhân & Gia dụng,2025,1,8101,6050000000000.0,2069189.0,500000000.0,6400000000000.0000,500000000.0000,-0.526,-1.028,-1.307,-1.292,184,0.684,0.478,1.0390000000000000,0.088000000000000000,1.2,0.260000000000000000,0.924,0.836,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HNG,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,UPCOM,Nuôi trồng nông & hải sản,Thực phẩm và đồ uống,2025,1,8101,7870732654500.0,3274447.0,1108553895.0,7316455707000.0000,1108553895.0000,-1.249,-0.041,-1.722,-1.308,185,-1.368,1.453,0.2540000000000000,0.803000000000000000,0.148,-0.032000000000000000,-1.64,-0.444,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
STK,Công ty Cổ phần Sợi Thế Kỷ,HSX,Hàng May mặc,Hàng cá nhân & Gia dụng,2025,1,8101,1933699194000.0,21623.0,140123130.0,2478737100600.0000,96636924.0000,-0.539,-1.259,-1.431,-1.325,186,-0.038,-1.131,0.6950000000000000,-0.213000000000000000,0.909,-0.307000000000000000,0.34,-1.549,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TVN,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,UPCOM,Thép và sản phẩm thép,Tài nguyên Cơ bản,2025,1,8101,5627400000000.0,840966.0,678000000.0,5627400000000.0000,678000000.0000,-1.42,-0.551,-1.293,-1.341,187,1.216,1.312,1.4580000000000000,0.492000000000000000,1.538,0.194000000000000000,1.306,0.64,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
FCN,Công ty Cổ phần FECON,HSX,Xây dựng,Xây dựng và Vật liệu,2025,1,8101,2093938766500.0,951257.0,157439005.0,2204146070000.0000,157439005.0000,-1.393,-0.666,-1.321,-1.358,188,0.874,-0.126,1.1390000000000000,-0.042000000000000000,1.156,-0.082000000000000000,0.781,-0.795,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
NKG,Công ty Cổ phần Thép Nam Kim,HSX,Thép và sản phẩm thép,Tài nguyên Cơ bản,2025,1,8101,6467399230450.0,5281698.0,447570881.0,6713563215000.0000,447570881.0000,-0.683,-1.374,-1.362,-1.374,189,0.405,-1.624,0.8720000000000000,-0.408000000000000000,1.182,0.127000000000000000,0.829,0.465,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
SCR,Công ty Cổ phần Địa Ốc Sài Gòn Thương Tín,HSX,Bất động sản,Bất động sản,2025,1,8101,2596488067080.0,2355827.0,430595036.0,2902210542640.0000,430595036.0000,-1.328,-1.078,-1.099,-1.391,190,1.393,-0.92,1.6780000000000000,-0.173000000000000000,1.966,0.023000000000000000,1.556,-0.103,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
DPG,Công ty Cổ phần Tập đoàn Đạt Phương,HSX,Xây dựng,Xây dựng và Vật liệu,2025,1,8101,5247478998000.0,744662.0,118587096.0,3238177075600.0000,62999554.0000,-0.591,-1.473,-1.459,-1.407,191,-0.418,0.246,0.5770000000000000,0.039000000000000000,0.434,-0.202000000000000000,-0.972,-1.342,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
S99,Công ty Cổ phần SCI,HNX,Xây dựng,Xây dựng và Vật liệu,2025,1,8101,936800928000.0,141850.0,104088992.0,743507482500.0000,99134331.0000,-1.301,-0.633,-1.611,-1.423,192,1.495,-1.403,1.8680000000000000,-0.282000000000000000,1.504,0.235000000000000000,1.246,0.723,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PDR,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,HSX,Bất động sản,Bất động sản,2025,1,8101,16164511939800.0,9812647.0,997809379.0,16895260606050.0000,873140083.0000,-1.275,-1.703,-0.574,-1.44,193,-0.228,-1.574,0.6510000000000000,-0.383000000000000000,0.743,-0.064000000000000000,0.006,-0.671,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,HSX,Lâm sản và Chế biến gỗ,Tài nguyên Cơ bản,2025,1,8101,1023184328400.0,806713.0,393532434.0,1216015384830.0000,393532487.0000,-1.525,-1.127,-0.92,-1.456,194,-1.343,-1.443,0.2820000000000000,-0.289000000000000000,0.342,0.052000000000000000,-1.21,0.103,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HDC,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu,HSX,Bất động sản,Bất động sản,2025,1,8101,3735410477700.0,3069493.0,199754571.0,4922597061600.0000,178354966.0000,-0.775,-1.423,-1.404,-1.473,195,-0.76,-1.372,0.4570000000000000,-0.276000000000000000,0.753,-0.209000000000000000,0.03,-1.373,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
PGV,Tổng Công ty Phát điện 3 - Công ty Cổ phần,HSX,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",2025,1,8101,27019406506300.0,52433.0,1123468046.0,22188493908500.0000,1123468046.0000,-1.078,-1.292,-1.348,-1.489,196,-0.101,-0.186,0.6660000000000000,-0.060000000000000000,0.639,0.316000000000000000,-0.352,0.991,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HHP,Công ty Cổ phần HHP Global,HSX,Sản xuất giấy,Tài nguyên Cơ bản,2025,1,8101,1103567873250.0,1074169.0,86554343.0,770333652700.0000,86554343.0000,-1.669,-0.831,-1.224,-1.506,197,0.975,-1.02,1.1960000000000000,-0.189000000000000000,0.911,0.538000000000000000,0.364,1.322,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
BCC,Công ty Cổ phần Xi măng Bỉm Sơn,HNX,Vật liệu xây dựng & Nội thất,Xây dựng và Vật liệu,2025,1,8101,874789665200.0,87962.0,123209812.0,948715552400.0000,123209812.0000,-1.288,-1.341,-1.238,-1.522,198,1.507,-0.769,1.8680000000000000,-0.147000000000000000,2.05,0.028000000000000000,1.58,-0.051,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
LDG,Công ty Cổ phần Đầu tư LDG,HSX,Bất động sản,Bất động sản,2025,1,8101,874206203580.0,1174025.0,255615849.0,517538836900.0000,256207345.0000,-1.104,-1.209,-1.556,-1.539,199,1.697,-1.322,4.3350000000000000,-0.248000000000000000,1.425,0.809000000000000000,1.163,1.508,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
NVL,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,HSX,Bất động sản,Bất động sản,2025,1,8101,43460956419300.0,17483437.0,2234496474.0,20086076741400.0000,1950104538.0000,-1.722,-1.308,-0.961,-1.555,200,1.431,-1.644,1.6880000000000000,-0.428000000000000000,1.214,0.379000000000000000,0.948,1.126,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
GIL,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,HSX,Hàng May mặc,Hàng cá nhân & Gia dụng,2025,1,8101,1361389321200.0,300423.0,101596218.0,1828731924000.0000,101596218.0000,-1.551,-1.687,-0.809,-1.572,201,1.115,-1.704,1.3520000000000000,-0.563000000000000000,1.776,-0.130000000000000000,1.461,-1.094,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
MSR,Công ty Cổ phần Masan High-Tech Materials,UPCOM,Khai khoáng,Tài nguyên Cơ bản,2025,1,8101,44543095560000.0,3044540.0,1099829520.0,20224459728000.0000,1099155420.0000,-1.157,-1.242,-1.68,-1.588,202,-0.355,1.061,0.6010000000000000,0.294000000000000000,0.246,2.000000000000000000,-1.449,1.704,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TIS,Công ty Cổ phần Gang thép Thái Nguyên,UPCOM,Thép và sản phẩm thép,Tài nguyên Cơ bản,2025,1,8101,901545610000.0,31122.0,183988900.0,1122332290000.0000,183988900.0000,-1.709,-1.012,-1.625,-1.605,203,1.14,1.393,1.4040000000000000,0.619000000000000000,1.635,-0.172000000000000000,1.389,-1.249,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
HTN,Công ty Cổ phần Hưng Thịnh Incons,HSX,Bất động sản,Bất động sản,2025,1,8101,712931288000.0,211547.0,89116411.0,917899033300.0000,89116411.0000,-1.617,-1.193,-1.542,-1.621,204,1.368,-1.563,1.6400000000000000,-0.373000000000000000,2.369,-0.269000000000000000,1.663,-1.476,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
API,,,,,2025,1,8101,,,,580179434400.0000,84083976.0000,-1.117,-1.588,-1.666,-1.637,205,1.254,1.262,1.5090000000000000,0.415000000000000000,,,,,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
ASM,Công ty Cổ phần Tập đoàn Sao Mai,HSX,Nuôi trồng nông & hải sản,Thực phẩm và đồ uống,2025,1,8101,2280287424800.0,401293.0,407194183.0,2891092132500.0000,370178250.0000,-1.551,-1.275,-1.583,-1.654,206,1.52,-1.584,1.8820000000000000,-0.386000000000000000,2.284,-0.131000000000000000,1.628,-1.105,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
IDI,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I,HSX,Nuôi trồng nông & hải sản,Thực phẩm và đồ uống,2025,1,8101,1761963708600.0,657088.0,273172668.0,2029672923240.0000,273172668.0000,-1.656,-1.358,-1.445,-1.67,207,1.317,-1.604,1.6210000000000000,-0.395000000000000000,1.859,0.171000000000000000,1.52,0.578,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
BTS,Công ty Cổ phần Xi măng VICEM Bút Sơn,HNX,Vật liệu xây dựng & Nội thất,Xây dựng và Vật liệu,2025,1,8101,642511261600.0,15354.0,123559858.0,667223233200.0000,123559858.0000,-1.59,-1.605,-1.473,-1.687,208,1.457,-0.095,1.7180000000000000,-0.036000000000000000,1.742,0.020000000000000000,1.449,-0.134,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,HSX,Thép và sản phẩm thép,Tài nguyên Cơ bản,2025,1,8101,527904079900.0,201445.0,112320017.0,617760093500.0000,112320017.0000,-1.63,-1.572,-1.694,-1.703,209,1.647,-1.513,2.5210000000000000,-0.320000000000000000,2.395,-0.061000000000000000,1.675,-0.63,2026-04-29T16:00:20.345000+0000,3aea6bfb-508d-4d34-ab46-6af012ebc059
